class_code,schedule,instructor,year
Math 23 TWHFQ-1,"WF, 7:15-8:15AM","TAÑEDO, RAYMOND LOUIS",AY2324A
Math 23 TWHFQ-2,"WF, 7:15-8:15AM","DACAYMAT, JOHN MEL",AY2324A
Math 23 TWHFQ-3,"WF, 7:15-8:15AM","SHI, HAZEL JOY",AY2324A
Math 23 TWHFQ-4,"WF, 7:15-8:15AM","PANINGBATAN, ARIEL",AY2324A
Math 23 TWHFR,"WF, 8:45-9:45AM","BARGO, MA. CRISTINA",AY2324A
Math 23 TWHFR-1,"WF, 8:45-9:45AM","TAÑEDO, RAYMOND LOUIS",AY2324A
Math 23 TWHFR-2,"WF, 8:45-9:45AM","DACAYMAT, JOHN MEL",AY2324A
Math 23 TWHFR-3,"WF, 8:45-9:45AM","SHI, HAZEL JOY",AY2324A
Math 23 TWHFR-4,"WF, 8:45-9:45AM","CELESTE, RICHELL",AY2324A
Math 23 TWHFR-5,"WF, 8:45-9:45AM","ONA, MARK PHILIP",AY2324A
Math 23 TWHFR-6,"WF, 8:45-9:45AM","PANINGBATAN, ARIEL",AY2324A
Math 23 TWHFU,"WF, 10:15-11:15AM","LEYSON, DENNIS",AY2324A
Math 23 TWHFU-1,"WF, 10:15-11:15AM","ARICHETA, VICTOR MANUEL",AY2324A
Math 23 TWHFU-2,"WF, 10:15-11:15AM","ONA, MARK PHILIP",AY2324A
Math 23 TWHFU-3,"WF, 10:15-11:15AM","ONA, JEANINE CONCEPCION",AY2324A
Math 23 TWHFV,"WF, 11:45AM-12:45PM","CELESTE, RICHELL",AY2324A
Math 23 TWHFV-1,"WF, 11:45AM-12:45PM","CRUZ, ANJELO GABRIEL",AY2324A
Math 23 TWHFV-2,"WF, 11:45AM-12:45PM","TAÑEDO, RAYMOND LOUIS",AY2324A
Math 23 TWHFV-3,"WF, 11:45AM-12:45PM","LEYSON, DENNIS",AY2324A
Math 23 TWHFV-4,"WF, 11:45AM-12:45PM","GALVEZ, LUCKY ERAP; DE VERA, HOMER FRANZ",AY2324A
Math 23 TWHFV-5,"WF, 11:45AM-12:45PM","MARFIL, RAMON IÑIGO",AY2324A
Math 23 TWHFW,"WF, 1:15-2:15PM","DE VERA, HOMER FRANZ",AY2324A
Math 23 TWHFW-1,"WF, 1:15-2:15PM","CAGUBCOB, JEFFER DAVE",AY2324A
Math 23 TWHFW-2,"WF, 1:15-2:15PM","SANTOS, ROVIN",AY2324A
Math 23 TWHFW-3,"WF, 1:15-2:15PM","MARFIL, RAMON IÑIGO",AY2324A
Math 23 TWHFW-4,"WF, 1:15-2:15PM","CRUZ, ANJELO GABRIEL",AY2324A
Math 23 TWHFW-5,"WF, 1:15-2:15PM","SAMBAYAN, RACHELLE",AY2324A
Math 23 TWHFX,"WF, 2:45-3:45PM","AMARRA, MARIA CARMEN",AY2324A
Math 23 TWHFX-1,"WF, 2:45-3:45PM","RAMOS, AARON",AY2324A
Math 23 TWHFX-2,"WF, 2:45-3:45PM","CAGUBCOB, JEFFER DAVE",AY2324A
Math 23 TWHFX-3,"WF, 2:45-3:45PM","SANTOS, ROVIN",AY2324A
Math 23 TWHFX-4,"WF, 2:45-3:45PM","DE VERA, HOMER FRANZ",AY2324A
Math 23 TWHFX-5,"WF, 2:45-3:45PM","MARFIL, RAMON IÑIGO",AY2324A
Math 23 TWHFY,"WF, 4:15-5:15PM","SANTOS, ROVIN",AY2324A
Math 23 TWHFY-1,"WF, 4:15-5:15PM","RAMOS, AARON",AY2324A
Math 23 TWHFY-2,"WF, 4:15-5:15PM","SAMBAYAN, RACHELLE",AY2324A
Math 30 THQ,"TTh, 7-8:30AM","JUNIO, ALLAN",AY2324A
Math 30 THR,"TTh, 8:30-10AM","JUNIO, ALLAN",AY2324A
Math 30 WFU,"WF, 10-11:30AM","ESCANER, JOSE MARIA",AY2324A
Math 30 WFW,"WF, 1-2:30PM","ESCANER, JOSE MARIA",AY2324A
Math 40 THU,"TTh, 10-11:30AM","DE LA CRUZ, RALPH JOHN",AY2324A
Math 40 THW,"TTh, 1-2:30PM","DE LA CRUZ, RALPH JOHN",AY2324A
Math 40 THX,"TTh, 2:30-4PM","VALLEJO, LOUIE JOHN",AY2324A
Math 40 THX-1,"TTh, 2:30-4PM","DE LA CRUZ, RALPH JOHN",AY2324A
Math 40 WFR,"WF, 8:30-10AM","VALDEZ, LILIBETH",AY2324A
Math 40 WFU,"WF, 10-11:30AM","VALDEZ, LILIBETH",AY2324A
Math 40 WFU-1,"WF, 10-11:30AM","JOVEN, JESUS PAOLO",AY2324A
Math 40 WFU-2,"WF, 10-11:30AM","DIMABAYAO, JEROME",AY2324A
Math 40 WFW,"WF, 1-2:30PM","DIMABAYAO, JEROME",AY2324A
Math 40 WFW-1,"WF, 1-2:30PM","BETTY, ROWENA ALMA",AY2324A
Math 40 WFW-2,"WF, 1-2:30PM","DELA CRUZ, ROMAR",AY2324A
Math 40 WFW-3,"WF, 1-2:30PM","JOVEN, JESUS PAOLO",AY2324A
Math 40 WFX,"WF, 2:30-4PM","DELA CRUZ, ROMAR",AY2324A
Math 40 WFX-1,"WF, 2:30-4PM","BETTY, ROWENA ALMA",AY2324A
Math 40 WFY,"WF, 4-5:30PM","RAYCO, MARIA BRENDA",AY2324A
Math 108 TWHFR,"TWThF, 8:45-9:45AM","AMARRA, MARIA CARMEN",AY2324A
Math 108 TWHFW,"TWThF, 1:15-2:15PM","AMARRA, MARIA CARMEN",AY2324A
Math 108 TWHFY,"TWThF, 4:15-5:15PM","SADDI, DARYL ALLEN",AY2324A
Math 110.1 THR,"TTh, 8:30-10AM","VALDEZ, LILIBETH",AY2324A
Math 110.1 THU,"TTh, 10-11:30AM","VALDEZ, LILIBETH",AY2324A
Math 110.1 WFW,"WF, 1-2:30PM","BRIONES, DOM VITO",AY2324A
Math 110.2 THU,"TTh, 10-11:30AM","PARAS, AGNES CLOTILDE",AY2324A
Math 110.2 THU-1,"TTh, 10-11:30AM","ABARA, MA. NERISSA",AY2324A
Math 110.3 WFU,"WF, 10-11:30AM","BALMACEDA, JOSE MARIA",AY2324A
Math 110.3 WFW,"WF, 1-2:30PM","GALVEZ, LUCKY ERAP",AY2324A
Math 110.3 WFX,"WF, 2:30-4PM","GALVEZ, LUCKY ERAP",AY2324A
Math 122 THU,"TTh, 10-11:30AM","MOHAMMAD, RHUDAINA",AY2324A
Math 122 THV,"TTh, 11:30AM-1PM","ONG, LU KEVIN",AY2324A
Math 122 THW,"TTh, 1-2:30PM","MENDOZA, RENIER",AY2324A
Math 122 THW-1,"TTh, 1-2:30PM","ANGELES, GERVY MARIE",AY2324A
Math 122 THX,"TTh, 2:30-4PM","OROPEZA, ALIP",AY2324A
Math 122 WFX,"WF, 2:30-4PM","CABARRUBIAS, BITUIN",AY2324A
Math 122 WFY,"WF, 4-5:30PM","PIMENTEL, JOHNATAN",AY2324A
Math 122 WFY-1,"WF, 4-5:30PM","CABARRUBIAS, BITUIN",AY2324A
Math 123.1 THQ,"TTh, 7-8:30AM","CELIZ, MARK JASON",AY2324A
Math 123.2 THX,"TTh, 2:30-4PM","CABARRUBIAS, BITUIN",AY2324A
Math 123.2 THY,"TTh, 4-5:30PM","CABARRUBIAS, BITUIN",AY2324A
Math 123.2 WFQ,"WF, 7-8:30AM","CELIZ, MARK JASON",AY2324A
Math 126 WFU,"WF, 10-11:30AM","FULGENCIO, RHEADEL",AY2324A
Math 128 WFU,"WF, 10-11:30AM","PEREZ, ROLANDO",AY2324A
Math 133 THR,"TTh, 8:30-10AM","DE LOS REYES, AURELIO",AY2324A
Math 133 THU,"TTh, 10-11:30AM","DE LOS REYES, AURELIO",AY2324A
Math 133 THY,"TTh, 4-5:30PM","HERNANDEZ, BRYAN",AY2324A
Math 140 THR,"TTh, 8:30-10AM","VENTURA, JADE",AY2324A
Math 140 THW,"TTh, 1-2:30PM","ONA, JEANINE CONCEPCION",AY2324A
Math 140 THX,"TTh, 2:30-4PM","ONA, JEANINE CONCEPCION",AY2324A
Math 142 THU,"TTh, 10-11:30AM","VENTURA, JADE",AY2324A
Math 142 THW,"TTh, 1-2:30PM","BOYDON, KAI BRYNNE",AY2324A
Math 142 THX,"TTh, 2:30-4PM","BOYDON, KAI BRYNNE",AY2324A
Math 142 THY,"TTh, 4-5:30PM","CAALIM, JONATHAN",AY2324A
Math 147 THW,"TTh, 1-2:30PM","DIMABAYAO, JEROME",AY2324A
Math 147 THX,"TTh, 2:30-4PM","DIMABAYAO, JEROME",AY2324A
Math 150.1 THU,"TTh, 10-11:30AM","SADDI, DARYL ALLEN",AY2324A
Math 150.1 WFW,"WF, 1-2:30PM","ONG, LU KEVIN",AY2324A
Math 150.1 WFX,"WF, 2:30-4PM","ONG, LU KEVIN",AY2324A
Math 162 SQR,"S, 7-10AM","SABANGAN, ALELIE",AY2324A
Math 162 SQR-1,"S, 7-10AM","SAMONTE, JOSEPH ANGELO",AY2324A
Math 162 WFX,"WF, 2:30-4PM","ESCANER, JOSE MARIA",AY2324A
Math 164 SUV,"S, 10AM-1PM","SABANGAN, ALELIE",AY2324A
Math 166 THX,"TTh, 2:30-4PM","LUY, JASMIN-MAE; SADDI, DARYL ALLEN",AY2324A
Math 171 THU,"TTh, 10-11:30AM","MENDOZA, VICTORIA MAY",AY2324A
Math 171 THV,"TTh, 11:30AM-1PM","MENDOZA, VICTORIA MAY",AY2324A
Math 180.1 THU,"TTh, 10-11:30AM","VELASCO, ARRIANNE CRYSTAL",AY2324A
Math 197 THUIntroduction to Coding Theory,"TTh, 10-11:30AM","DELA CRUZ, ROMAR",AY2324A
Math 197 THXIntroduction to Matrix Analysis,"TTh, 2:30-4PM","DELA ROSA, PAUL REINE KENNETT",AY2324A
Math 197 WFWSelected Topics in Complex Analysis,"WF, 1-2:30PM","PEREZ, ROLANDO",AY2324A
Math 201 WFZ,"WF, 5:30-7PM","BETTY, ROWENA ALMA",AY2324A
Math 202.1 WFY,"WF, 4-5:30PM","LOPE, JOSE ERNIE; ONA, MARK PHILIP",AY2324A
Math 203 SRU,"S, 7-10AM","SONGSONG, DIANA",AY2324A
Math 205 SWX,"S, 1-4PM","ESCANER, JOSE MARIA; LUY, JASMIN-MAE; SADDI, DARYL ALLEN",AY2324A
Math 208 SUV,"S, 10AM-1PM","BALMACEDA, JOSE MARIA",AY2324A
Math 210.1 THU,"TTh, 10-11:30AM","LOQUIAS, MANUEL JOSEPH",AY2324A
Math 211 THW,"TTh, 1-2:30PM","PARAS, AGNES CLOTILDE",AY2324A
Math 211 THY,"TTh, 4-5:30PM","PARAS, AGNES CLOTILDE",AY2324A
Math 218 THV,"TTh, 11:30AM-1PM","ARICHETA, VICTOR MANUEL",AY2324A
Math 220.1 WFW,"WF, 1-2:30PM","ONA, MARK PHILIP",AY2324A
Math 220.1 WFX,"WF, 2:30-4PM","VELASCO, GINO ANGELO",AY2324A
Math 228 WFY,"WF, 4-5:30PM","PEREZ, ROLANDO",AY2324A
Math 229 WFU,"WF, 10-11:30AM","CELIZ, MARK JASON",AY2324A
Math 236 THW,"TTh, 1-2:30PM","HERNANDEZ, BRYAN",AY2324A
Math 240 SRU,"S, 8:30-11:30AM","JUNIO, ALLAN",AY2324A
Math 246 THX,"TTh, 2:30-4PM","VENTURA, JADE",AY2324A
Math 261 SUV,"S, 10AM-1PM","SAMONTE, JOSEPH ANGELO",AY2324A
Math 265 SWX,"S, 1-4PM","LIOK, ALEX",AY2324A
Math 271.1 SRU,"S, 8:30-11:30AM","MOHAMMAD, RHUDAINA",AY2324A
Math 280 THY,"TTh, 4-5:30PM","VELASCO, ARRIANNE CRYSTAL",AY2324A
Math 288 WFZ,"WF, 5:30-7PM","RAYCO, MARIA BRENDA",AY2324A
Math 290 MYZ,"M, 4-7PM","ESCANER, JOSE MARIA",AY2324A
Math 294 THZ,"M, 4-7PM","BOYDON, KAI BRYNNE",AY2324A
Math 296 MW,"M, 1-2PM","MOHAMMAD, RHUDAINA",AY2324A
Math 297 THYEvolutionary Algorithms,"TTh, 4-5:30PM","MENDOZA, RENIER",AY2324A
Math 297 THY-1Optimal Control Applied to Biological Models,"TTh, 4-5:30PM","SY, POLLY; DE LOS REYES, AURELIO",AY2324A
Math 2 THR,"TTh, 8:30-10AM","CONSORTE, ODESSA",AY2324B
Math 2 THW,"TTh, 1-2:30PM","ABARA, MA. NERISSA",AY2324B
Math 2 THY,"TTh, 4-5:30PM","PANINGBATAN, ARIEL",AY2324B
Math 2 WFU,"WF, 10-11:30AM","FULGENCIO, RHEADEL",AY2324B
Math 2 WFW,"WF, 1-2:30PM","GALVEZ, LUCKY ERAP",AY2324B
Math 10 THU,"TTh, 10-11:30AM","ARCEO, CARLENE PERPETUA",AY2324B
Math 10 THV,"TTh, 11:30AM-1PM","CAALIM, JONATHAN",AY2324B
Math 10 THW,"TTh, 1-2:30PM","ARCEO, CARLENE PERPETUA",AY2324B
Math 10 THW-1,"TTh, 1-2:30PM","BOYDON, KAI BRYNNE",AY2324B
Math 10 THX,"TTh, 2:30-4PM","ROQUE, MARIAN",AY2324B
Math 10 THX-1,"TTh, 2:30-4PM","OROPEZA, ALIP",AY2324B
Math 10 THY,"TTh, 4-5:30PM","OROPEZA, ALIP",AY2324B
Math 10 WFU,"WF, 10-11:30AM","NEMENZO, FIDEL; ARICHETA, VICTOR MANUEL",AY2324B
Math 10 WFW,"WF, 1-2:30PM","ARICHETA, VICTOR MANUEL",AY2324B
Math 10 WFW-1,"WF, 1-2:30PM","PIMENTEL, JOHNATAN",AY2324B
Math 10 WFX,"WF, 2:30-4PM","PIMENTEL, JOHNATAN",AY2324B
Math 20 TWHFQ,"TTh, 7:15-8:15AM","GALANG, JENINA MARIE",AY2324B
Math 20 TWHFQ-1,"TTh, 7:15-8:15AM","JAMILLA, CRISTETA",AY2324B
Math 20 TWHFR,"TTh, 8:45-9:45AM","GALANG, JENINA MARIE",AY2324B
Math 20 TWHFR-1,"TTh, 8:45-9:45AM","VALDEZ, LILIBETH",AY2324B
Math 20 TWHFU,"TTh, 10:15-11:15AM","VALLEJO, LOUIE JOHN; CORUM, KYRHO",AY2324B
Math 20 TWHFU-1,"TTh, 10:15-11:15AM","VALDEZ, LILIBETH",AY2324B
Math 20 TWHFV,"TTh, 11:45AM-12:45PM","TANDINGAN, CHRISTIAN MATTHEW",AY2324B
Math 20 TWHFV-1,"TTh, 11:45AM-12:45PM","VALLEJO, LOUIE JOHN; CORUM, KYRHO",AY2324B
Math 20 TWHFW,"TTh, 1:15-2:15PM","TANDINGAN, CHRISTIAN MATTHEW",AY2324B
Math 20 TWHFW-1,"TTh, 1:15-2:15PM","NERI, MARRICK; VILLEJO, EXEQUIEL JUN",AY2324B
Math 20 TWHFX,"TTh, 2:45-3:45PM","VILLEJO, EXEQUIEL JUN; ANGELES, GERVY MARIE",AY2324B
Math 21 TWHFQ,"WF, 7:15-8:15AM","IGNACIO, NHEIL",AY2324B
Math 21 TWHFQ-1,"WF, 7:15-8:15AM","MARFIL, RAMON IÑIGO; TUASON, SHAWN CHRISTIAN",AY2324B
Math 21 TWHFQ-2,"WF, 7:15-8:15AM","LEYSON, DENNIS; GALAROSA, JAZRYL CARL",AY2324B
Math 21 TWHFQ-3,"WF, 7:15-8:15AM","STA. ANA, JOMAR KEVIN",AY2324B
Math 21 TWHFQ-4,"WF, 7:15-8:15AM","AYDINAN, MACLIING GABRIEL",AY2324B
Math 21 TWHFQ-5,"WF, 7:15-8:15AM","MEDENILLA, MARK ANTHONY",AY2324B
Math 21 TWHFQ-6,"WF, 7:15-8:15AM","PINEDA, SOFIA ANNE",AY2324B
Math 21 TWHFQ-7,"WF, 7:15-8:15AM","MARALIT, JRYL",AY2324B
Math 21 TWHFR,"WF, 8:45-9:45AM","IGNACIO, NHEIL",AY2324B
Math 21 TWHFR-1,"WF, 8:45-9:45AM","MARFIL, RAMON IÑIGO; TUASON, SHAWN CHRISTIAN",AY2324B
Math 21 TWHFR-2,"WF, 8:45-9:45AM","LEYSON, DENNIS; GALAROSA, JAZRYL CARL",AY2324B
Math 21 TWHFR-3,"WF, 8:45-9:45AM","STA. ANA, JOMAR KEVIN",AY2324B
Math 21 TWHFR-4,"WF, 8:45-9:45AM","AYDINAN, MACLIING GABRIEL",AY2324B
Math 21 TWHFR-5,"WF, 8:45-9:45AM","MEDENILLA, MARK ANTHONY",AY2324B
Math 21 TWHFR-6,"WF, 8:45-9:45AM","PINEDA, SOFIA ANNE",AY2324B
Math 21 TWHFR-7,"WF, 8:45-9:45AM","MARALIT, JRYL",AY2324B
Math 21 TWHFU,"WF, 10:15-11:15AM","ANGELES, CLINT HARRY",AY2324B
Math 21 TWHFU-1,"WF, 10:15-11:15AM","JUNIO, ALLAN; FAJARDO, IANA ANGELA",AY2324B
Math 21 TWHFU-2,"WF, 10:15-11:15AM","SANTOS, RUSSELL FITZGERALD",AY2324B
Math 21 TWHFU-3,"WF, 10:15-11:15AM","MISA, ELOISE",AY2324B
Math 21 TWHFU-4,"WF, 10:15-11:15AM","BETTY, ROWENA ALMA; REYES, CEDIE",AY2324B
Math 21 TWHFU-5,"WF, 10:15-11:15AM","ONA, JEANINE CONCEPCION",AY2324B
Math 21 TWHFU-6,"WF, 10:15-11:15AM","DIAZ, LAUREEN",AY2324B
Math 21 TWHFU-7,"WF, 10:15-11:15AM","RAZA, MICHELLE",AY2324B
Math 21 TWHFV,"WF, 11:45AM-12:45PM","ANGELES, CLINT HARRY",AY2324B
Math 21 TWHFV-1,"WF, 11:45AM-12:45PM","JUNIO, ALLAN; FAJARDO, IANA ANGELA",AY2324B
Math 21 TWHFV-2,"WF, 11:45AM-12:45PM","SANTOS, RUSSELL FITZGERALD",AY2324B
Math 21 TWHFV-3,"WF, 11:45AM-12:45PM","MISA, ELOISE",AY2324B
Math 21 TWHFV-4,"WF, 11:45AM-12:45PM","BETTY, ROWENA ALMA; REYES, CEDIE",AY2324B
Math 21 TWHFV-5,"WF, 11:45AM-12:45PM","ROBLES, BRYAN JOSEPH",AY2324B
Math 21 TWHFV-6,"WF, 11:45AM-12:45PM","DIAZ, LAUREEN",AY2324B
Math 21 TWHFW,"WF, 1:15-2:15PM","RAZA, MICHELLE",AY2324B
Math 21 TWHFW-1,"WF, 1:15-2:15PM","DELA ROSA, PAUL REINE KENNETT",AY2324B
Math 21 TWHFW-2,"WF, 1:15-2:15PM","SAMBAYAN, LEO ISIAH",AY2324B
Math 21 TWHFW-3,"WF, 1:15-2:15PM","ROBLES, BRYAN JOSEPH",AY2324B
Math 21 TWHFW-4,"WF, 1:15-2:15PM","JOVEN, JESUS PAOLO",AY2324B
Math 21 TWHFW-5,"WF, 1:15-2:15PM","SONGSONG, DIANA",AY2324B
Math 21 TWHFW-6,"WF, 1:15-2:15PM","JUNIO, ALLAN",AY2324B
Math 21 TWHFX,"WF, 2:45-3:45PM","RAZA, MICHELLE",AY2324B
Math 21 TWHFX-1,"WF, 2:45-3:45PM","ONA, JEANINE CONCEPCION",AY2324B
Math 21 TWHFX-2,"WF, 2:45-3:45PM","DELA CRUZ, ROMAR; ROBLES, BRYAN JOSEPH",AY2324B
Math 21 TWHFX-3,"WF, 2:45-3:45PM","ONA, MARK PHILIP",AY2324B
Math 21 TWHFX-4,"WF, 2:45-3:45PM","JOVEN, JESUS PAOLO",AY2324B
Math 21 TWHFX-5,"WF, 2:45-3:45PM","SONGSONG, DIANA",AY2324B
Math 22 TWHFQ,"TTh, 7:15-8:15AM","MALONZO, JERIELLE",AY2324B
Math 22 TWHFQ-1,"TTh, 7:15-8:15AM","SHI, HAZEL JOY",AY2324B
Math 22 TWHFQ-2,"TTh, 7:15-8:15AM","SEVILLENO, ANGELO CHRISTIAN",AY2324B
Math 22 TWHFQ-3,"TTh, 7:15-8:15AM","VENTURA, JADE",AY2324B
Math 22 TWHFQ-4,"TTh, 7:15-8:15AM","FLORENDO, JOMARSON",AY2324B
Math 22 TWHFQ-5,"TTh, 7:15-8:15AM","CEJO, ROBERT JAY",AY2324B
Math 22 TWHFQ-6,"TTh, 7:15-8:15AM","TAMURA, KOUICHI",AY2324B
Math 22 TWHFQ-7,"TTh, 7:15-8:15AM","RAYA, KARLA MACHEL",AY2324B
Math 22 TWHFR,"TTh, 8:45-9:45AM","MALONZO, JERIELLE",AY2324B
Math 22 TWHFR-1,"TTh, 8:45-9:45AM","SHI, HAZEL JOY",AY2324B
Math 22 TWHFR-2,"TTh, 8:45-9:45AM","SEVILLENO, ANGELO CHRISTIAN",AY2324B
Math 22 TWHFR-3,"TTh, 8:45-9:45AM","VENTURA, JADE",AY2324B
Math 22 TWHFR-4,"TTh, 8:45-9:45AM","FLORENDO, JOMARSON",AY2324B
Math 22 TWHFR-5,"TTh, 8:45-9:45AM","CEJO, ROBERT JAY",AY2324B
Math 22 TWHFR-6,"TTh, 8:45-9:45AM","TAMURA, KOUICHI",AY2324B
Math 22 TWHFR-7,"TTh, 8:45-9:45AM","RAYA, KARLA MACHEL",AY2324B
Math 22 TWHFU,"TTh, 10:15-11:15AM","ENRIQUEZ, ERIKA ANTONETTE",AY2324B
Math 22 TWHFU-1,"TTh, 10:15-11:15AM","NERI, MARRICK",AY2324B
Math 22 TWHFU-2,"TTh, 10:15-11:15AM","TAÑEDO, RAYMOND LOUIS",AY2324B
Math 22 TWHFU-3,"TTh, 10:15-11:15AM","GROZEN, JUDE MARTIN",AY2324B
Math 22 TWHFU-4,"TTh, 10:15-11:15AM","DOMINGO, KAE MARK",AY2324B
Math 22 TWHFU-5,"TTh, 10:15-11:15AM","GALIMBA, ANGELO",AY2324B
Math 22 TWHFU-6,"TTh, 10:15-11:15AM","SADDI, DARYL ALLEN; BURGOS, PETER JOHN",AY2324B
Math 22 TWHFU-7,"TTh, 10:15-11:15AM","DACAYMAT, JOHN MEL",AY2324B
Math 22 TWHFV,"TTh, 11:45AM-12:45PM","ENRIQUEZ, ERIKA ANTONETTE",AY2324B
Math 22 TWHFV-1,"TTh, 11:45AM-12:45PM","VENTURA, JADE",AY2324B
Math 22 TWHFV-2,"TTh, 11:45AM-12:45PM","TAÑEDO, RAYMOND LOUIS",AY2324B
Math 22 TWHFV-3,"TTh, 11:45AM-12:45PM","GROZEN, JUDE MARTIN",AY2324B
Math 22 TWHFV-4,"TTh, 11:45AM-12:45PM","DOMINGO, KAE MARK",AY2324B
Math 22 TWHFV-5,"TTh, 11:45AM-12:45PM","GALIMBA, ANGELO",AY2324B
Math 22 TWHFV-6,"TTh, 11:45AM-12:45PM","SADDI, DARYL ALLEN; BURGOS, PETER JOHN",AY2324B
Math 22 TWHFV-7,"TTh, 11:45AM-12:45PM","DACAYMAT, JOHN MEL",AY2324B
Math 22 TWHFW,"TTh, 1:15-2:15PM","BRIONES, DOM VITO",AY2324B
Math 22 TWHFW-1,"TTh, 1:15-2:15PM","CONSORTE, ODESSA",AY2324B
Math 22 TWHFW-2,"TTh, 1:15-2:15PM","HERNANDEZ, BRYAN",AY2324B
Math 22 TWHFW-3,"TTh, 1:15-2:15PM","CAGUBCOB, JEFFER DAVE",AY2324B
Math 22 TWHFW-4,"TTh, 1:15-2:15PM","GUADALUPE, RUSSELLE",AY2324B
Math 22 TWHFW-5,"TTh, 1:15-2:15PM","PANINGBATAN, ARIEL",AY2324B
Math 22 TWHFW-6,"TTh, 1:15-2:15PM","ANGELES, GERVY MARIE",AY2324B
Math 22 TWHFW-7,"TTh, 1:15-2:15PM","CABARRUBIAS, BITUIN",AY2324B
Math 22 TWHFX,"TTh, 2:45-3:45PM","BRIONES, DOM VITO",AY2324B
Math 22 TWHFX-1,"TTh, 2:45-3:45PM","CONSORTE, ODESSA",AY2324B
Math 22 TWHFX-2,"TTh, 2:45-3:45PM","HERNANDEZ, BRYAN",AY2324B
Math 22 TWHFX-3,"TTh, 2:45-3:45PM","CAGUBCOB, JEFFER DAVE",AY2324B
Math 22 TWHFX-4,"TTh, 2:45-3:45PM","GUADALUPE, RUSSELLE",AY2324B
Math 22 TWHFX-5,"TTh, 2:45-3:45PM","SANTOS, ROVIN",AY2324B
Math 22 TWHFX-6,"TTh, 2:45-3:45PM","AMARRA, MARIA CARMEN",AY2324B
Math 22 TWHFX-7,"TTh, 2:45-3:45PM","CABARRUBIAS, BITUIN; PANINGBATAN, ARIEL",AY2324B
Math 23 TWHFQ,"WF, 7:15-8:15AM","BARGO, MA. CRISTINA",AY2324B
Math 23 TWHFQ-1,"WF, 7:15-8:15AM","VELASCO, GINO ANGELO",AY2324B
Math 23 TWHFR,"WF, 8:45-9:45AM","BARGO, MA. CRISTINA",AY2324B
Math 23 TWHFR-1,"WF, 8:45-9:45AM","VELASCO, GINO ANGELO",AY2324B
Math 23 TWHFR-2,"WF, 8:45-9:45AM","CELESTE, RICHELL",AY2324B
Math 23 TWHFU,"WF, 10:15-11:15AM","LEYSON, DENNIS",AY2324B
Math 23 TWHFU-1,"WF, 10:15-11:15AM","BARGO, MA. CRISTINA",AY2324B
Math 23 TWHFU-2,"WF, 10:15-11:15AM","CELIZ, MARK JASON",AY2324B
Math 23 TWHFV,"WF, 11:45AM-12:45PM","ARICHETA, VICTOR MANUEL",AY2324B
Math 23 TWHFV-1,"WF, 11:45AM-12:45PM","PEREZ, ROLANDO",AY2324B
Math 23 TWHFV-2,"WF, 11:45AM-12:45PM","CELIZ, MARK JASON",AY2324B
Math 23 TWHFW,"WF, 1:15-2:15PM","RAMOS, AARON",AY2324B
Math 23 TWHFW-1,"WF, 1:15-2:15PM","MARFIL, RAMON IÑIGO",AY2324B
Math 23 TWHFW-2,"WF, 1:15-2:15PM","JAMILLA, CRISTETA",AY2324B
Math 23 TWHFX,"WF, 2:45-3:45PM","RAMOS, AARON",AY2324B
Math 23 TWHFX-1,"WF, 2:45-3:45PM","VELASCO, ARRIANNE CRYSTAL",AY2324B
Math 30 WFR,"WF, 8:30-10AM","JUNIO, ALLAN",AY2324B
Math 40 THU,"TTh, 10-11:30AM","DE LA CRUZ, RALPH JOHN",AY2324B
Math 40 THU-1,"TTh, 10-11:30AM","ABARA, MA. NERISSA",AY2324B
Math 40 THW,"TTh, 1-2:30PM","DE LA CRUZ, RALPH JOHN",AY2324B
Math 40 THX,"TTh, 2:30-4PM","DE LA CRUZ, RALPH JOHN",AY2324B
Math 40 THX-1,"TTh, 2:30-4PM","VALDEZ, LILIBETH",AY2324B
Math 40 WFW,"WF, 1-2:30PM","BETTY, ROWENA ALMA",AY2324B
Math 108 TWHFR,"TWThF, 8:45-9:45AM","AMARRA, MARIA CARMEN",AY2324B
Math 108 TWHFU,"TWThF, 10:15-11:15AM","JOVEN, JESUS PAOLO",AY2324B
Math 108 TWHFV,"TWThF, 11:45AM-12:45PM","AMARRA, MARIA CARMEN",AY2324B
Math 108 TWHFV-1,"TWThF, 11:45AM-12:45PM","DAMASCO, JOSEPH RAY CLARENCE",AY2324B
Math 108 TWHFW,"TWThF, 1:15-2:15PM","DAMASCO, JOSEPH RAY CLARENCE",AY2324B
Math 110.1 WFU,"WF, 10-11:30AM","BALMACEDA, JOSE MARIA",AY2324B
Math 110.1 WFW,"WF, 1-2:30PM","SANTOS, ROVIN",AY2324B
Math 110.1 WFX,"WF, 2:30-4PM","GALVEZ, LUCKY ERAP",AY2324B
Math 110.2 THU,"TTh, 10-11:30AM","DELA CRUZ, ROMAR; PARAS, AGNES CLOTILDE",AY2324B
Math 110.2 THW,"TTh, 1-2:30PM","DELA CRUZ, ROMAR",AY2324B
Math 110.2 WFW,"WF, 1-2:30PM","DELA CRUZ, ROMAR",AY2324B
Math 110.3 THW,"TTh, 1-2:30PM","LOQUIAS, MANUEL JOSEPH",AY2324B
Math 110.3 WFX,"WF, 2:30-4PM","DIMABAYAO, JEROME",AY2324B
